Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-21 15:13:02.626759+0900 0x0        State       0x62ce1              439    14   PriTypeV2: (59E23BD5-D01E-305A-B96F-A5790356049A) com.apple.appkit:StatusBar
{
    0 =     {
        activeState = 1;
        appearance = NSAppearanceNameDarkAqua;
        autosaveName = PriTypeInputModeIndicator;
        auxiliaryViews =         {
            NSStatusItemView = "22C58A71-1196-436B-AB45-98B20043F9DE-Aux[1]-NSStatusItemView";
        };
        class = NSSceneStatusItem;
        isVisible = 1;
        sceneIdentifier = "22C58A71-1196-436B-AB45-98B20043F9DE";
        windowNumber = 100000000;
        windowWidth = 38;
    };
}
2026-04-21 15:13:02.662997+0900 0x1f928    Activity    0x62ceb              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:13:02.663260+0900 0x1f9fe    Activity    0x62cec              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:13:02.685117+0900 0x1f928    Activity    0x62cef              439    0    PriTypeV2: (CoreSpotlight) end-index-batch
2026-04-21 15:13:02.685222+0900 0x1f928    Activity    0x62d30              439    0    PriTypeV2: (CoreSpotlight) index-items
2026-04-21 15:13:02.685290+0900 0x1f928    Default     0x62d30              439    0    PriTypeV2: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-21 15:13:02.865718+0900 0x16b5     Activity    0x62d58              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:13:02.865728+0900 0x16b5     Activity    0x62d59              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:13:02.865740+0900 0x16b5     Activity    0x62d5a              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:13:02.865743+0900 0x16b5     Activity    0x62d5b              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:13:02.866623+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87234c300] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:13:02.866652+0900 0x1f928    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x872c66a80] Re-initialization successful; calling out to event handler with XPC_ERROR_CONNECTION_INTERRUPTED
2026-04-21 15:13:02.866842+0900 0x1f927    Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f780] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[439].0x87297f780
2026-04-21 15:13:02.867211+0900 0x16b5     Activity    0x62d5c              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:13:02.867212+0900 0x16b5     Activity    0x62d5d              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:13:06.543145+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=0
2026-04-21 15:13:06.938129+0900 0x16b5     Activity    0x62d7f              439    0    PriTypeV2: (AppKit) trackMouse send action on mouseUp
2026-04-21 15:13:06.938134+0900 0x16b5     Activity    0x62db0              439    0    PriTypeV2: (AppKit) sendActionFrom:
2026-04-21 15:13:06.938236+0900 0x16b5     Activity    0x62db1              439    0    PriTypeV2: (AppKit) sendAction:
2026-04-21 15:13:06.940421+0900 0x1f928    Default     0x62db1              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x871334640] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:13:06.940422+0900 0x1f928    Default     0x62db1              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:session] [0x8721a6940] Session canceled.
2026-04-21 15:13:06.940475+0900 0x1f925    Default     0x62db1              439    0    PriTypeV2: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] agent connection cancelled (details: Session manually canceled)
2026-04-21 15:13:06.940486+0900 0x1f925    Default     0x62db1              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:session] [0x8721a6940] Disposing of session
2026-04-21 15:13:07.320645+0900 0x1f925    Activity    0x62dd5              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:13:07.335107+0900 0x1f9fe    Activity    0x62dd6              439    0    PriTypeV2: (CoreSpotlight) end-index-batch
2026-04-21 15:13:07.335312+0900 0x1f9fe    Activity    0x62dd7              439    0    PriTypeV2: (CoreSpotlight) index-items
2026-04-21 15:13:07.335475+0900 0x1f9fe    Default     0x62dd7              439    0    PriTypeV2: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-21 15:13:07.951186+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=1
2026-04-21 15:13:08.034668+0900 0x1f925    Activity    0x62dd8              439    0    PriTypeV2: (RunningBoardServices) didChangeInheritances
2026-04-21 15:14:14.007925+0900 0x16b5     Activity    0x62dd9              439    0    PriTypeV2: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-21 15:14:16.685491+0900 0x16b5     Activity    0x62dda              439    0    PriTypeV2: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-21 15:15:52.385356+0900 0x16b5     Activity    0x62ddb              439    0    PriTypeV2: (InputMethodKit) Activate Server
2026-04-21 15:15:52.385359+0900 0x16b5     Activity    0x62ddc              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:15:52.385384+0900 0x16b5     Activity    0x62ddd              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:15:52.385388+0900 0x16b5     Activity    0x62dde              439    0    PriTypeV2: (InputMethodKit) Get valid marked text attributes
2026-04-21 15:15:52.387831+0900 0x16b5     Default     0x0                  439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x872d48180] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-21 15:15:52.388756+0900 0x16b5     Activity    0x62ddf              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:15:52.388759+0900 0x16b5     Activity    0x68c90              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
2026-04-21 15:15:52.389138+0900 0x20521    Default     0x687ae              439    0    PriTypeV2: (libxpc.dylib) [com.apple.xpc:connection] [0x87297f600] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x872c64dc0.peer[537].0x87297f600
2026-04-21 15:15:52.389441+0900 0x16b5     Activity    0x68c91              439    0    PriTypeV2: (InputMethodKit) Deactivate Server
2026-04-21 15:15:52.389442+0900 0x16b5     Activity    0x68c92              439    0    PriTypeV2: (InputMethodKit) Get bundle identifier
Timestamp                       Thread     Type        Activity             PID    TTL  
